Text_Clean,Latitude,Longitude,Country,coordinates,city
temp   c wind  mph ese gust   pressure  mb rising slowly dp   c rh  rain today  mm  iwn,54.68833333,-5.88083333,GB,"[54.68833333, -5.88083333]",Mid And East Antrim
 have been throwing myself at charity volunteering but the sore wont hide for it,54.60005702,-5.92742681,GB,"[54.60005702, -5.92742681]",Belfast
ups  transportation  job  rotherham pt warehouse operative  evenings       pm  rotherham   jobs  hiring,53.432603500000006,-1.3635008999999998,GB,"[53.432603500000006, -1.3635008999999998]",South Yorkshire
see our latest  slough  job and click to apply  security vendor relationship manager     ojobs  hiring,51.5105384,-0.5950406,GB,"[51.5105384, -0.5950406]",Slough
procter  amp  gamble  technical leader  reading england   manufacturing  veterans  job  jobs  hiring,51.4542645,-0.9781303,GB,"[51.4542645, -0.9781303]",Reading
couldnt resist a quick pic with sandra  amp  sandy in  windsor for the queens th this morning   ,51.48278469,-0.6063288,GB,"[51.48278469, -0.6063288]",Windsor and Maidenhead
wind   mph nw  barometer   mb steady  temperature    c  rain today   mm  humidity  ,57.1875,-7.39972222,GB,"[57.1875, -7.39972222]",Na h-Eileanan an Iar
  utc  temperature    c wind  n  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,50.744,-3.988,GB,"[50.744, -3.988]",Devon
todays finishing exercise for my quads session  always seems like a good idea until i have to  ,53.05752837,-2.2068198,GB,"[53.05752837, -2.2068198]",Stoke-on-Trent
wowzer get a load of those curves  looking fabulous in our jezabel dress  ,51.55450849,-0.11425128,GB,"[51.55450849, -0.11425128]",Greater London
this is one of my favourite style posts recently   i love these patchwork jeans at cambridge  ,52.2,0.116667,GB,"[52.2, 0.116667]",Cambridgeshire
wind   mph ene  barometer   hpa steady  temperature  c feels like  c  rain today   mm  humidity    f ,50.93638889,-0.17972222,GB,"[50.93638889, -0.17972222]",West Sussex
a worldwide journey for mother and midwife   day   ,51.0984845,0.7436126999999999,GB,"[51.0984845, 0.7436126999999999]",Kent
wind  km h ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,51.37944444,0.09944444,GB,"[51.37944444, 0.09944444]",Greater London
  temp    c hum    dewp    c bar    hpa rain today  mm wind     km h,51.4450926,-0.4697116,GB,"[51.4450926, -0.4697116]",Surrey
speechless at the queens walk ,51.49444444,-0.12305556,GB,"[51.49444444, -0.12305556]",Greater London
the bosss birthday today    happybirthdayyourmajesty  thbirthday,50.38955301,-4.12883945,GB,"[50.38955301, -4.12883945]",Plymouth
im at glaxosmithkline ware ,51.81795675,-0.04441046,GB,"[51.81795675, -0.04441046]",Hertfordshire
calling all elizabeths fancy a  free day at the races go free at  perthfestival today st apr id required  th ,51.541589,-2.414323,GB,"[51.541589, -2.414323]",South Gloucestershire
  temp   c rising  wind   mph n  gust   mphlight breeze  press   hpa rising slowly  rain   mm  hum    iwn,54.31638889,-5.72527778,GB,"[54.31638889, -5.72527778]","Newry, Mourne And Down"
hand knotted ziegler rug from afghanistan  only    ,52.1520915,-0.7023285,GB,"[52.1520915, -0.7023285]",Milton Keynes
into work    bored already    roll on hr    ,51.4597,-0.189994,GB,"[51.4597, -0.189994]",Greater London
 evesham wind   mph ese wind gust  mph  temperature  c  rain today   mm pressure  mb ,52.09805556,-1.93388889,GB,"[52.09805556, -1.93388889]",Worcestershire
latest data wind  mph ene press  mb falling slowly temp   c rain today  mm humidity   settled fine,52.44333333,1.40611111,GB,"[52.44333333, 1.40611111]",Norfolk
" bruton street in mayfair 

the address was home to claude bowes lyon th earl of strathmore  ",51.5101967,-0.1450249,GB,"[51.5101967, -0.1450249]",Greater London
heacham weather temp  c  amp  is rising low  c  amp  high  c pressure  mb  amp  is falling wind  mph ene  amp  gust  mph rain today  mm ,52.90861111,0.47916667,GB,"[52.90861111, 0.47916667]",Norfolk
temp   c  rain today   mm pressure   mb wind  mph forecast  fairly fine showery later ,52.27833333,-0.59694444,GB,"[52.27833333, -0.59694444]",Northamptonshire
 its all gone pete tong fella,51.69278086,-3.23538497,GB,"[51.69278086, -3.23538497]",Caerphilly County Borough
our morning bounce was great fun this morning   dream big love life and be happy   excited  ,51.7333,-1.13333,GB,"[51.7333, -1.13333]",Oxfordshire
wind   kts sse  barometer   hpa rising slowly  temperature    c  rain today  mm  humidity  ,50.8,0.04666667,GB,"[50.8, 0.04666667]",East Sussex
interested in a  utilities  job near  swindon wiltshire this could be a great fit   ,51.5557739,-1.7797176,GB,"[51.5557739, -1.7797176]",Swindon
wind   mph ene  barometer   hpa rising slowly  temperature    c  rain today   mm  humidity  ,50.87722222,-2.94944444,GB,"[50.87722222, -2.94944444]",Somerset
wind  mph wnw  barometer   mb rising slowly  temperature    c  rain today  mm  humidity  ,59.2425,-2.58777778,GB,"[59.2425, -2.58777778]",Orkney
wind   mph ene  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,51.37083333,1.42333333,GB,"[51.37083333, 1.42333333]",Kent
tmp   c wind mph press  mb cloud  ft rain  mm humidity   fine weather  ukweather,51.33222222,-0.55777778,GB,"[51.33222222, -0.55777778]",Surrey
current   willand  weather  devon temp  c  wind   km h ne    mb rising slowly  rain today   mm hum   ,50.88416667,-3.37361111,GB,"[50.88416667, -3.37361111]",Devon
 weatherhutton  essex fine weather temp   c humid   wind  mph ne baro   hpa falling slowly rain today  mm,51.63166667,0.35833333,GB,"[51.63166667, 0.35833333]",Essex
sweet about me by gabriella cilmi is  nowplaying in cat  amp  fiddle ilkeston ,52.95864504,-1.32885599,GB,"[52.95864504, -1.32885599]",Derbyshire
temp   c  wind  m s  press  mb falling slowly  rain today  mm  f cast fine becoming less settled,55.84305556,-4.42888889,GB,"[55.84305556, -4.42888889]",Renfrewshire
"temp   c 
wind mph ene 
rain today  mm 
rain year  mm 
pressure  mb rising slowly 
settled fine",51.13277778,0.86305556,GB,"[51.13277778, 0.86305556]",Kent
"wind   mph e
barometer   mb falling slowly
temperature    c
rain today   mm
humidity  
 cliffsend
 eustorm  ",51.33111111,1.36555556,GB,"[51.33111111, 1.36555556]",Kent
temp   c  wind  gt  s at   mph  pressure   mb  rain   mm   mm hr  humidty    fine becoming less settled ,52.2675,0.18361111,GB,"[52.2675, 0.18361111]",Cambridgeshire
wind   kts wnw  barometer   hpa rising slowly  temperature    c  rain today   mm  humidity  ,56.03277778,-3.36,GB,"[56.03277778, -3.36]",Fife
wind   m s ese  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,53.78,-2.06861111,GB,"[53.78, -2.06861111]",West Yorkshire
wind   mph ne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,51.86805556,0.73111111,GB,"[51.86805556, 0.73111111]",Essex
the other six are  osullivan hendry j higgins robertson selby and ding  ronnie leads with  ,52.4510231,-1.9484484,GB,"[52.4510231, -1.9484484]",West Midlands
"wind   mph ene gusting   mph 
barometer   mb falling slowly 
temp    c     c 
rain today   mm 
humidity  
 dyff",53.28305556,-4.5625,GB,"[53.28305556, -4.5625]",Ynys Môn
about to begin ches cycling thing   cycling  cornwall at lux park leisure centre ,50.46072379,-4.46348766,GB,"[50.46072379, -4.46348766]",Cornwall
 porthmadog  ukweather wind  km h ene  pres   mb rising  temp   c  rain today  mm humid    thu    whr,52.93111111,-4.13111111,GB,"[52.93111111, -4.13111111]",Gwynedd
"temp   c wchill   c
wind  mph gust  mph dir ene 
rain  mm  humid   pressure  mb steady 
 kent  folkestone",51.08833333,1.135,GB,"[51.08833333, 1.135]",Kent
"local weather at      
temp    c current wind gust       mph wind ene
rainfall today   baro    amp  falling",52.25138889,0.10166667,GB,"[52.25138889, 0.10166667]",Cambridgeshire
wind   mph n  barometer   hpa falling slowly  temperature    c  rain today   mm  humidity  ,53.50194444,-1.47944444,GB,"[53.50194444, -1.47944444]",South Yorkshire
temp   c  wind  mph ese  barometer  mb falling slowly  rain today  mm  humidity   forecast fairly fine showery later,53.05527778,-2.30111111,GB,"[53.05527778, -2.30111111]",Staffordshire
wind   mph e  barometer   hpa rising slowly  temperature    c  rain today   mm  humidity  ,51.49861111,-0.54194444,GB,"[51.49861111, -0.54194444]",Slough
 cleeve weather  wind  km h ese  pres   mb steady  temp   c  rain today  mm humid    thu  ,51.94805556,-2.06916667,GB,"[51.94805556, -2.06916667]",Gloucestershire
wind  kts ene  barometer   mb falling slowly  temperature    c  rain today   mm  humidity  ,52.33555556,0.91444444,GB,"[52.33555556, 0.91444444]",Suffolk
a proper car seen in traffic today   mustang at chelsea london ,51.4875,-0.1684,GB,"[51.4875, -0.1684]",Greater London
temp    c rising  wind maxlast mins  mph  pressure   hpa falling  rain today  mm  rainfall last hrs  mm   reigate,51.23444444,-0.2,GB,"[51.23444444, -0.2]",Surrey
wind   mph n  barometer   mb steady  temperature    c  rain today  mm  humidity  ,53.41805556,-1.48805556,GB,"[53.41805556, -1.48805556]",South Yorkshire
wind   mph sse  barometer   mb falling slowly  temperature    c  rain today  mm  humidity  ,54.67694444,-1.59833333,GB,"[54.67694444, -1.59833333]",County Durham
"temp   c gust mph n
pressure  mb rising slowly 
rain today  mm month  mm
humidity   f cast settled fine",51.14277778,0.89305556,GB,"[51.14277778, 0.89305556]",Kent
  temp   c feels like   c days high   c low   c rain  mm hr  mm hr wind   km h ne press  mb falling slowly,52.92472222,-1.53416667,GB,"[52.92472222, -1.53416667]",Derby
temp  c wind    kts ese rain today   mm  pressure    mb falling slowly  sunshine   hrs  brampton  cumbria  eustorm  ,54.935,-2.73361111,GB,"[54.935, -2.73361111]",Cumbria
temp   c wind  mph pressure   hpa falling slowly rain today  mm  forecast  fine possible showers,54.96166667,-1.49083333,GB,"[54.96166667, -1.49083333]",Tyne and Wear
latest data wind  mph n press  mb falling slowly temp   c rain today  mm humidity          bungay  ukweather,52.44472222,1.43916667,GB,"[52.44472222, 1.43916667]",Suffolk
temp  c hum   wind  mph dir ne pres   hpa falling slowly rain   uv  sol  light   forcast showery bright intervals,53.64833333,-1.82166667,GB,"[53.64833333, -1.82166667]",West Yorkshire
wind   mph nne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,50.80194444,-1.19027778,GB,"[50.80194444, -1.19027778]",Hampshire
  c wind  mph pressure  hpa rising slowly rain today  mm uv  forecast settled fine    lux,51.61722222,-0.60111111,GB,"[51.61722222, -0.60111111]",Buckinghamshire
wind  mph w  barometer  hpa steady  temperature   c  rain today  mm  forecast settled fine,57.33888889,-2.18416667,GB,"[57.33888889, -2.18416667]",Aberdeenshire
"wind   mph ese  barometer   mb rising slowly  temp   c  rain today   mm  hum  
 sheffield  weather ",53.06666667,-1.06666667,GB,"[53.06666667, -1.06666667]",Nottinghamshire
"hrs forecast settled fine
temp   c uv  
baro  hpa steady
windgust  mph e
rainday  mm
sunset  hrs
 thurrock",51.49972222,0.25027778,GB,"[51.49972222, 0.25027778]",Essex
  bst  temperature    c wind  s  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.676323,-3.542993,GB,"[51.676323, -3.542993]",Rhondda Cynon Taff
"wind   mph ne
barometer   mb steady
temperature   c
rain today   mm
humidity   
 clacton  weather
",51.81361111,1.16888889,GB,"[51.81361111, 1.16888889]",Essex
wind   mph ne  barometer   mb steady  temperature    c  rain today   mm  humidity  ,50.16361111,-5.19805556,GB,"[50.16361111, -5.19805556]",Cornwall
  bst  temperature    c wind  ene  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,51.364968,-2.907922,GB,"[51.364968, -2.907922]",North Somerset
my little girl winning to become county champion c h a r l i e m u r p h y at worthing leisure  ,50.8151817,-0.4095,GB,"[50.8151817, -0.4095]",West Sussex
"temp   c  
high   c  
low   c
wind  mph w
gust  mph
pressure    
rain   mm   
 wallsend",54.99944444,-1.54416667,GB,"[54.99944444, -1.54416667]",Tyne and Wear
happy birthday maam  queen  happybirthday  royal at malden golf club ,51.40976296,-0.25829227,GB,"[51.40976296, -0.25829227]",Greater London
temp   c  wind  mph nw  barometer   hpa rising slowly  rain today   mm  humidity   cloudbase  ft  ystradgynlais  weather,51.78277778,-3.75583333,GB,"[51.78277778, -3.75583333]",Powys
warren inspire ryan looking sharp as always lol have a chat with  ,51.49406682,-0.14363773,GB,"[51.49406682, -0.14363773]",Greater London
in honour of robert smiths birthday i will be backcombing the shit out of my hair today ,54.7489662,-1.2913348,GB,"[54.7489662, -1.2913348]",County Durham
 temp    c wind  mph pressure   mb falling slowly rain today  mm hum   fc  fine becoming less settled,51.97222222,0.78055556,GB,"[51.97222222, 0.78055556]",Suffolk
can you recommend anyone for this  sales  job   london  hiring  careerarc,51.5073509,-0.12775830000000002,GB,"[51.5073509, -0.12775830000000002]",Greater London
temp  c wind   mph barometer   mb rain   mm humidity    ukweather ,55.0425,-1.48888889,GB,"[55.0425, -1.48888889]",Tyne and Wear
when  tells you to be up for am and shes still sleeping    ,53.56380773,-2.88202279,GB,"[53.56380773, -2.88202279]",Lancashire
  temperature    c wind  nnw  mph ave  mph gust humidity    rain hourly   mm pressure   hpa rising slowly,50.95,-2.65,GB,"[50.95, -2.65]",Somerset
 thanks susan you too,50.81775381,-0.61082963,GB,"[50.81775381, -0.61082963]",West Sussex
im at the rendall building ,53.40184285,-2.96545852,GB,"[53.40184285, -2.96545852]",Merseyside
 seo google sends messages to webmasters for unnatural outbound links   ,54.0633,-2.88424,GB,"[54.0633, -2.88424]",Lancashire
time to workout at alton sports centre in alton hampshire ,51.13790051,-0.99192381,GB,"[51.13790051, -0.99192381]",Hampshire
the king and queen memorial tablet at mayfair hotel london ,51.50818422,-0.14353633,GB,"[51.50818422, -0.14353633]",Greater London
   morning minty i see the winds back then     ,51.45785479999999,-0.2349554,GB,"[51.45785479999999, -0.2349554]",Greater London
im at the galleries in washington tyne and wear ,54.90057997,-1.5321128000000002,GB,"[54.90057997, -1.5321128000000002]",Tyne and Wear
here we go at the royal national college for the blind    in hereford county of herefordshire ,52.06816358,-2.70735741,GB,"[52.06816358, -2.70735741]",Herefordshire
im at adastral park bt research labs in martlesham heath suffolk ,52.05644885,1.28093719,GB,"[52.05644885, 1.28093719]",Suffolk
loving the new on brand bright orange chairs and tables outside barrys  east   perfect place to  ,51.52177359,-0.08692275,GB,"[51.52177359, -0.08692275]",Greater London
